"pid","index","RT","length","content","eval","meaningful","engagement"
"156",6,101.39,169,"', 'more than previous rounds', 'beginning middle and end', 'check the biggest reward', 'see the bigger scope', 'look at overall reward', 'same or a bit less', 'end nodes more', 'look at the end reward', '",4,TRUE,1
"156",9,67.56,121,"', '10', 'the end notes', 'check the higher reward', 'see the end goal', 'look for the highest reward', 'same', 'same as last round', 'same as last tound', '",4,TRUE,1
"156",12,98.59,205,"', 'about same as last round', 'the end nodes ', 'look for the highest end nodes reward', 'you have to go to the regarless of the penalty in the middle', 'see the end nodes reward', 'same r less', 'end nodes', 'find the highest end nodes', '",4,TRUE,1
"156",15,82.32,153,"', '5 ', 'still the end nodes', 'same as the last few rounds', 'the end  path is the goal', 'same as before', 'as many clicks to find the highest end nodes', 'end nodes', 'end nodes 1st', '",4,TRUE,1
"156",18,69.35,119,"', 'more than before', 'end ndes', 'same as before', 'the rewards were lower', 'i dnot know', 'same or more', 'end nodes', 'find the highest end nodes ', '",3,TRUE,1
"157",3,159.58,136,"['3', 'the end node', 'different areas of the web.', 'I am learning.', 'wait until you find a decent amount and then go for it.', '3', 'end point.', 'different areas.', '",3,TRUE,2
"157",6,99.58,127,"', 'until i found an acceptable amount.', 'end point', 'random', 'still learning', 'find an acceptable amount and go for it.', 'not sure', 'end point', 'random', '",3,TRUE,1
"157",9,106.12,167,"', 'until i found acceptable amount.', 'end point.', 'random', 'still learning.', 'find acceptable amount and go for it.', 'as many as it takes.', 'end point.', 'find acceptable amount and go for it.', '",3,TRUE,1
"157",12,114.55,237,"', 'until i found acceptable amount.', 'end point', 'find acceptable amount and go for it.', 'Made a mistake in this one and pressed the wrong cursor.', 'be careful when pressing the cursor.', 'as many as it takes.', 'end point.', 'find acceptable amount and go for it.', '",3,TRUE,1
"157",15,147.75,232,"', 'until i found acceptable amount.', 'end point.', 'random', 'Unable to establish a better system. Still working it out.', 'Find amount over 50 and go for it. Be careful with the cursor.', 'as many as it takes.', 'end point.', 'find amount over 50 and go for it.', '",3,TRUE,2
"157",18,137.77,198,"', 'as many as required.', 'end pont.', 'find acceptable amount and go for it.', 'I was hoping for a larger amount. Should have taken lower.', 'click end point. if over 30 go for it.', 'as many as it takes.', 'end point.', 'random', '",3,TRUE,1
"158",3,64.38,57,"['0', 'just randomly', 'no', 'not sure', ""i don't have any"", '0', 'not sure', 'not sure', '",3,TRUE,1
"158",6,50.59,72,"', '\n0', 'I just did randomly', 'no', 'no reason', ""i don't have any"", 'not sure', 'not sure', 'not sure', '",3,TRUE,1
"158",9,44.56,59,"', '0', 'randomly', 'no', 'not sure', ""i don't have any"", 'not sure', 'not sure', 'not sure', '",2,TRUE,1
"158",12,44.73,59,"', '0', 'randomly', 'no', 'not sure', ""i don't have any"", 'not sure', 'not sure', 'not sure', '",3,TRUE,1
"158",15,41.26,52,"', '3', 'randomly', 'no', 'not sure', ""i don't have any"", '3', 'not sure', 'not sure', '",3,TRUE,1
"158",18,30.35,52,"', '3', 'it was random', 'no', 'not sure', 'none', 'not sure', 'not sure', 'not sure', '",3,TRUE,1
"159",3,108.71,164,"['3', 'first 3 nodes', 'nodes closest to my first move', 'could see my best first move', 'inspect first 3 nodes to decide your first move', '3', 'first 3 nodes to me', 'nodes closest to me again', '",4,TRUE,1
"159",6,74.16,188,"', '3', 'first 3 nodes', 'closest nodes to me', 'it makes no difference as the nodes after might be awful', 'click on more nodes', '10', 'at the finish line of each web', 'click further away nodes, not the closest nodes.', '",2,TRUE,1
"159",9,117.58,264,"', '18, I think?', 'at the final nodes', 'inspect the final destination nodes', 'I know the best route to take for the highest reward', 'Inspect the final destination nodes', '18 again, I think', 'Same place as before, the final destination nodes of the web', 'Inspect the final destination nodes', '",5,TRUE,1
"159",12,69.62,227,"', '18', 'Final destination nodes', 'Click on the final destination nodes only', 'I know the best route to take for maximum reward', 'Click on the final destination nodes only', '18', 'Final destination nodes', 'I will inspect the final destination nodes only', '",5,TRUE,1
"159",15,64.28,228,"', '18', 'Final destination nodes', 'Inspect final destination nodes only', 'I know best route to take for maximum reward', 'Inspect the final destination nodes only', '18', 'Final destination nodes again', 'Inspect the final destination nodes and nothing else', '",5,TRUE,1
"159",18,106.5,310,"', '18 for two of the rounds and 19 for one of the rounds.', 'Final destination nodes', 'Inspect the final destination nodes, like before.', 'I know the best route to take for the maximum reward', 'Inspect the final destination nodes', '18 clicks x 3 rounds = 54 clicks total.', 'final destination nodes', 'inspect the final destination nodes', '",5,TRUE,2
"160",3,113.91,253,"[""0 i didn't realise you had to click before moving\n"", 'I didnt', 'no', ""I didnt' understand the rules"", 'Make sure to click before moving', 'Many. I lost so much money that even by revealing all the nodes I could have picked the best path to win more', 'a whole path', 'I dont know?', '",1,TRUE,1
"160",6,161.56,387,"', 'In the first two rounds I did all the clicks then made my decision', 'the end ones first to find the highest number', 'I first tried all the nodes to see which path would give me the most money', ""I'm not sure, I was trying to reveal the path with the least lost but most gained"", 'click on the outside most nodes first and find the number that is the highest?', 'a number? all of them', 'outside first', 'not sure\n', '",3,TRUE,2
"160",9,103.48,224,"', 'many', 'the outer most nodes', 'find the outer most node with the most money', 'because many were in the red minus', 'find the path that gives the most money', ""I'll try and do less/"", ""I don't know, I don't have a plan\n"", ""I'll try and do less clicks\n"", '",2,TRUE,1
"160",12,119.97,313,"', 'quite a few', 'the outer most nodes first, then worked my way back to the spider', 'I first clicked the outside nodes to find a high numbeer then worked myway back to the spider', 'i randomly found high numbers quickly', 'the highest number in that round was around 50-60', '10 at the most', 'outside nodes first', 'little clicks as possible', '",3,TRUE,2
"160",15,125.62,321,"', ""I don't know an exact number?"", 'the outside nodes first', ""yes, outside nodes first, one from each bundle of nodes, didn't follow a path unless it was over 30"", 'not sure, random?', 'I think that even if you revealed each node, you would make money because you can then pick the path with the most money', 'a few', 'outside nodes first', 'dont know', '",3,TRUE,2
"160",18,58.4,144,"', 'a lot', 'same as all the rounds before...', 'clicked outside notes to find the highest', ""because it's random??"", 'idk', 'as few as possible', 'outside nodes', 'no strategy', '",2,TRUE,1
"161",3,112.95,154,"['None in the first two rounds and then more approx 10 in the last round', 'Randomly', 'No', ""Didn't plan"", 'Click on the nodes!', 'A lot', 'Right and left ', ""I haven't got a strategy"", '",2,TRUE,1
"161",6,75.14,104,"', '5 to 10\n', 'Top of the web', 'Click at the top first', 'I had a strategy this time', 'Click on the nodes', '5 to 10\n', 'Same', 'Same', '",3,TRUE,1
"161",9,85.17,166,"', '5 to 10\n', 'Top and bottom, right and left', 'See previous answer', 'I have a set strategy now', 'Click on the nodes to see the values', '5 to 10', 'Top, bottom, left and right', 'Same as before', '",4,TRUE,1
"161",12,50.97,101,"', '5 to 10', 'Ends of web', 'Click on ends', 'Using a strategy', 'Click on nodes to see values', '5 to 10\n', 'Ends', 'Same as before', '",4,TRUE,1
"161",15,60.38,134,"', '5 to 10\n', 'Ends of web - top and bottom and sides', 'See previous', 'Using a strategy', 'Use a strategy and view values', '5 to 10', 'Ends of web', 'See previous', '",4,TRUE,1
"161",18,74.14,148,"', '5 to 10', 'Ends of web', 'Clicked on furthest points', 'Clicked too much one round', 'Slow down and click to see values but not too many clicks', '10', 'Ends', 'Furthest points', '",3,TRUE,1
"162",3,102.41,162,"['None because I wanted to conserve money.', 'I did not click anywhere.', 'no', 'I did not have a good plan.', 'Use more clicks.', 'Many more.', 'At turning points.', 'Click at turning points.', '",1,TRUE,1
"162",6,147.69,408,"', 'I think I made 3 or 4 for the turning points and 2 for the ends points.', 'The turning points and then the best end points.', 'Yes, the turning points and then the 2 best end points after that.', 'It is a good way to choose the most lucrative path.', 'Click the turning points.', 'The same at turning points and end points.', 'Turning points then the best 2 end points.', 'Click the turning points then the best 2 end points after that.', '",5,TRUE,2
"162",9,98.88,263,"', 'Usually turning points and end points.', 'Turning points and end points.', 'Turning points to see which was best then end points after that.', 'I should have just clicked on the end points.', 'Click on the end points.', 'Only click the end points.', 'End points.', 'Click the very end nodes.', '",4,TRUE,1
"162",12,109.69,333,"', 'I clicked at all the end nodes.', 'I clicked at the end nodes and made routes to the highest end node.', 'I clicked at the end nodes to select the highest end node to make a route there.', 'The most important part of the route is the end node.', 'Click the end nodes.', 'Click the end nodes.', 'The end nodes.', 'Click on the end nodes and see how it works out.', '",4,TRUE,2
"162",15,104.51,317,"', 'I clicked on all the end nodes.', 'On the end nodes to see which was highest.', 'The end nodes are the most important to know the value of.', 'It was a good strategy since the end nodes are worth more than the rest.', 'Click on the end nodes.', 'Clicking on the all the end nodes.', 'The end nodes.', 'Click on the end nodes and see how it goes.', '",4,TRUE,2
"162",18,81.95,259,"', 'I clicked on all the end nodes.', 'The end nodes.', 'Click the end nodes to see which is highest and go that way.', 'The end nodes are worth the most and are most important.', 'Click the end nodes.', 'Click all the end nodes.', 'The end nodes.', 'Click the end nodes and see how it goes.', '",4,TRUE,1
"163",3,166.34,183,"['3 clicks', 'On the node', 'No.', 'The value of the nodes vary a lot.', 'Checks the nodes further away from the spider', '5', 'In all directions', 'A strategy involving considering what path has the better nodes.', '",2,TRUE,2
"163",6,177.41,249,"', '6', 'On the nodes', 'I selected my clicks on the nodes at the end of the path.', 'I can the see the value of the nodes at the end of the path unlike previously.', 'Be sure to checks the nodes on all paths.', '7', 'On nodes in all directions.', 'Look at the nodes on every path.', '",4,TRUE,2
"163",9,155.02,295,"', '6', 'On the nodes in every direction.', 'I checked the nodes at the end of the path to see which has the best value.', 'By checking the nodes at the end of each direction.', 'Check the nodes in every direction, also at the end of the path.', '7', 'On the nodes in every direction.', 'Click on the nodes to check every path.', '",4,TRUE,2
"163",12,127.55,306,"', '7', 'On the nodes in every direction.', 'I clicks on the nodes at the end of the path to find out the best route.', 'I can see the best route based on the end nodes.', 'Check the nodes in every direction, including the end nodes.', '8', 'On the nodes in every direction.', 'Check the nodes in every direction, including the end nodes.', '",4,TRUE,2
"163",15,152.69,341,"', '8', 'On the nodes in each direction.', 'I checked the nodes at the end of the path in every direction to find out the best route.', 'I can the see the value of the nodes for each path.', 'Check the nodes in every direction, including at the end of the path.', '8', 'On the nodes in every direction.', 'Check all the nodes in every direction, and at the end of the path.', '",4,TRUE,2
"163",18,133.55,337,"', '8', 'On the nodes in every direction.', 'I clicks on the nodes in every direction including at the end of the path.', 'I can see the nodes value for each direction.', 'Check the nodes in every direction, and also check the nodes in the side paths.', '10', 'On the nodes in every direction.', 'I intend to check the nodes in every direction including the side paths.', '",4,TRUE,2
"164",3,96.96,70,"['4', 'end of line', 'no', 'too random', 'write the answers down', '5', 'straight lines', 'dont know', '",1,TRUE,1
"164",6,94.51,72,"', '5', 'randomly', 'no', 'no proper strategy', 'no tip', 'as many as possible', 'dont know', 'dont know', '",2,TRUE,1
"164",9,83.5,51,"', '6-7', 'randomly', 'no', 'dont know', 'no tip', 'as few as I can', 'left', 'none', '",2,TRUE,1
"164",12,77.4,64,"', '7', 'next node along', 'no', 'dont know', 'no tip, give up', 'dont know', 'dont know', 'none', '",1,TRUE,1
"164",15,76.75,74,"', '7', 'no where just randomly', 'no', 'cant find any pattern', 'no tip', 'dont know', 'dont know', 'none', '",1,TRUE,1
"164",18,56.51,44,"', '5', 'left up', 'no', 'dont know', 'none', 'dont know', 'right up', 'none', '",2,TRUE,1
"165",3,70.9,174,"['Several clicks to find a high scoring node.', 'At the extents of the web', 'No', 'Aimed for a high scoring node', 'Look around the board for high scoring nodes', '5', 'Extents of the web', 'High scoring', '",3,TRUE,1
"165",6,59.46,163,"', '4/5', 'Extents of the web', 'Just extents of the board', 'Found a high scoring node to make for.', 'Find a high scoring node and plot a route', '4/5', 'Extents of the web', 'High scoring node', '",3,TRUE,1
"165",9,52.66,157,"', '3-8', 'Extents of the web', 'Find a high scoring node', 'Found a high scoring node', 'Plot a route to a high scoring node', '4/5', 'Extents of the web', 'Click on the extents of the web', '",3,TRUE,1
"165",12,40.74,139,"', '4/5', 'Extents of the web', 'Find a high scoring node', 'Found a high scoring node', 'Find a high scoring node', '4/5', 'Extents of the web', 'Find a high scoring node', '",3,TRUE,1
"165",15,43.08,148,"', '4/5', 'Extents of the web', 'Find a high scoring node', 'Found a high scoring node to go to', 'Find a high scoring node', '4/5', 'Extents of the web', 'Find a high scoring node', '",3,TRUE,1
"165",18,45.07,149,"', '4/5', 'Extents of the web', 'Find a high scoring node', 'Found a high scoring node to go to.', 'Find a high scoring node', '4/5', 'Extents of the web', 'Find a high scoring node', '",3,TRUE,1
"166",3,117.9,299,"['1', 'above', 'At first I went on simple forward movement, the last time, I took a little more guidance', ""Because I didn't use enough clicks to predict"", ""Don't worry about spending $1 to get to the next better choice"", '4+', 'all around at the start and then occasionally after that', 'Guiding my first and definitive choices\n', '",1,TRUE,2
"166",6,58.37,145,"', 'three', 'all around', 'No, just tried them all', 'I am still just going with gut feeling', 'Do the checks at the start and then hope', '3', 'all around', ""I'm doing them all"", '",2,TRUE,1
"166",9,87.29,199,"', '3', 'tried the middle ground of further away', 'Middle ground of further away', ""I'm being too cautious with reveals"", 'Own your own mistakes, but try to make smarter choices than me', '5', 'start and middle', 'start and middle', '",1,TRUE,1
"166",12,100.93,311,"', '5', 'looked at options along the way including the end point', 'checking how potential losses/wins would be affected by final end point', ""It's better than before but I was starting from a low base"", 'Check the end point to see if it will negate or improve the previious', '6', 'some start some mid some end', 'some start some mid some end', '",3,TRUE,2
"166",15,67.12,215,"', '6', 'middle and end', 'looking to see what the journey highs and lows were', 'Better than before', 'Look at the whole journey', '6', 'at points along the journey', 'points along the journey, seeing if the overall is more positive than negative', '",4,TRUE,1
"166",18,73.55,210,"', '6', 'mid and end', 'seeing if the good outweighed any bad', 'Bit less applied than previous rounds, but still successful', ""Look at the whole route and don't be too worried by little minuses"", '6', 'mid and end', 'mid and end on a pathway', '",3,TRUE,1
"167",3,111.49,263,"['not sure, about 10 maybe', 'the end nodules once i got the hang of it', 'nnot really but may do next time', 'i made a reasonable amount of cash', 'to work more slowly and work out where th ebig money is', 'not sure maybe 7', 'the end nodules and the middle ones', 'to click on th eends first', '",3,TRUE,1
"167",6,84.95,303,"', 'tried to keep it down but was about 8', 'the end nodes and the outlying ones', 'clicking on the end i could work out the best profit', 'the amounts available were less this time so not so much made', 'to be careful and go slow', 'about the same as before', 'end nodes and the edges', 'click on the ends to get the amounts available', '",3,TRUE,2
"167",9,78.74,219,"', 'about 7', 'end nodes to see end numbers', 'clicked on a few ends to get th ehighest amount', 'getting a few good results', 'to check out a few ends nodes first', 'about the same', 'ends nodes', 'click on a few end nodes til get a reasonable number', '",3,TRUE,1
"167",12,61.73,140,"', '5 i think', 'end nodes', 'end nodes find a good number and go there', 'getting a reasonalbel profit', 'to take it slow', '6', 'end nodes', 'end nodes to see whats there', '",3,TRUE,1
"167",15,74.16,171,"', '6 or 7', 'end nodes', 'random end nodes', 'getting money in with not too many losses', ""take it slow and don't click too much"", 'same as before', 'end nodes', 'random end nodes til get  a good number', '",3,TRUE,1
"167",18,86.33,179,"', '7 por 8', 'end nodes', 'random end nodes', 'getting money in by choosing high end numbers', 'take it slow an donce get a high number go for that', '6 or 7', 'end nodes', 'randpm end nodes til get high figure', '",3,TRUE,1
"168",3,132.23,204,"['1', 'On the node', 'No, it was random but I tried not to click too much ', 'Could have had more of a strategy ', ""Try to use money to see node's value"", '4', 'On the right side on the nodes', 'Click right and then left on the rounds', '",3,TRUE,1
"168",6,143.79,237,"', 'Made about 5', 'Clicked on nodes on the left and right of the game ', 'No, but they were next to each other. They were a path.', 'I ended up with a minus score', 'Use more money on nodes', '4', 'Left of the nodes', 'It will be random but the nodes will be on a path', '",1,TRUE,1
"168",9,96.27,208,"', '3', 'Different pathways e.g. left and right ', 'No this was random', 'As my method was random', 'Try not to use too much money on seeing the path ', '3', 'Random nodes', ""My strategy will be random. I won't be clicking on too many nodes"", '",2,TRUE,1
"168",12,91.36,182,"', '0', ""I didn't click on any nodes I just went with my gut feeling "", 'No, this was random', 'My score went from positive to negative', 'Pick randomly as there is no strategy ', '0', 'No clicks ', 'Will be random', '",5,TRUE,1
"168",15,108.23,236,"', '0', 'No clicks on nodes', 'No was random', ""The total went down to a negative and the random choosing doesn't always mean will be a high score"", 'Use 1-2 clicks on nodes ', '2', ""Randomly but ahead of my path e.g. I won't be clicking the node next to me "", 'Random', '",2,TRUE,1
"168",18,129.29,362,"', 'A lot! As I had a lot of money I clicked on nearly all of them', 'In the different segments e.g all the ones to the left and all the nodes to the right ', 'No this was random', 'I clicked on the nodes on the edges so if it was a high number I knew I would be creating a path towards that ', 'Click on the nodes on the edges so you can see the result ', 'Around 5', 'Nodes on edges', 'Random', '",5,TRUE,2
"169",3,92.33,63,"['1', 'the arrows', 'no', 'random guesses give random answers', 'none', 'same', 'same', 'none', '",1,FALSE,0
"169",6,132.34,107,"', '1', 'the first node', 'no', 'random gusees', 'click on a node to start with', '3', 'other nodes farther away from the first one', 'none', '",2,TRUE,1
"169",9,118.4,163,"', '3 or 4', 'first then fourth then last', 'missed out the nodes where i had to land', 'i could see how much was in each node', 'click on more nodes', '3', '1st 4th and last', 'random directions', '",3,TRUE,1
"169",12,70.37,108,"', '4', '1st 4th and last', 'no', 'random guesses', 'more clicks to reveal', '5', '1st 4th last on more than one direction', 'same as before', '",3,TRUE,1
"169",15,91.48,179,"', '5 or 6', 'i clicked on the final node in each direction', 'chose the highest outcome', 'the fina amount is usually the biggest', 'select the way you are going by the highest result', '5 ', 'last node', 'none', '",4,TRUE,1
"169",18,97.58,187,"', '3 or 4', 'last nodes', 'looked for a high one then chose that path', 'the last node gives the highest reward', 'chose the highest of the last nodes', '3 or 4', 'chose the highest reward', 'w=chose the highest reward', '",4,TRUE,1
"170",3,92.44,248,"['none ', 'I didnt ', 'no - I wanted to chance it ', 'because I was thinking about maximising profit in a game of chance rather than strategy ', 'always use the node inspector as its worth it ', 'at least 4\n', 'on any points where there are multiple options \n', 'end point nodes', '",2,TRUE,1
"170",6,77.96,311,"', 'at least 5', 'in the initial nodes that informed the direction and  the end nodes ', 'I looked at the end result and then the path to get there, to see if it was worth it ', 'because I have more info and less chance', 'always uses the nodes and the end node in particular ', 'a few less ', 'end nodes ', 'end nodes and the bit just before ', '",4,TRUE,2
"170",9,68.64,322,"', 'as many as possible, at least 12', 'all outcome nodes and then the one just before ', 'full range of what was on offer and then making a math calculation ', 'more info to choose from ', 'click on more nodes than you think, know all outcomes ', 'about the same ', 'same places, end nodes and bits before ', 'same as before, - maybe initial nodes too \n', '",4,TRUE,2
"170",12,131.48,188,"', 'more clicks this time ', 'end nodes and the journey to them ', 'end nodes and then the bit before = maths ', 'less on offer this time round and I made a mistake ', 'more of the same ', 'same ', 'same places ', 'same ', '",3,TRUE,1
"170",15,50.73,183,"', 'same as before, ', 'end nodes and bits before ', 'end nodes and bits before, doesnt seem to make too much diff the ones at beginning of web ', 'more info ', 'click end nodes, worth cash ', 'same ', 'same', 'same', '",4,TRUE,1
"170",18,21.53,99,"', 'same ', 'same', 'same as before ', 'same as before ', 'same as before ', 'same as before ', 'same as before ', 'same as before ', '",4,FALSE,0
"171",3,113.8,309,"['3', 'On the nodes, I will not click on the first nodes anymore as it is wasted money', 'No', 'I wasted too many clicks at first, and did not utilise them the best.', 'Perhaps use more clicks, just not on the first nodes.', '5', '2nd nodes along, leaving a node in between each', 'Answered in the previous question, I will use more clicks', '",2,TRUE,2
"171",6,152.11,389,"', '5', '2nd node, then the the nodes towards the end', 'It feels unlikely to get a big loss node near the start, they seem to be towards the end so I made sure to use my clicks towards the last nodes', 'Used clicks for the last few nodes instead of the early on ones', 'Do not waste clicks for the first couple nodes, focus on the last few', '5', 'the last nodes', 'answered in the previous question, the last few nodes.', '",4,TRUE,2
"171",9,122.75,430,"', '5-6', 'I focused on the nodes further away from the start', 'Did not waste clicks on nodes I would have to pass anyway to get the the higher paying nodes towards the end.', 'Not wasting clicks on nodes I have to pass anyway once I have revealed high paying nodes.', ""Click on the last few nodes, don't waste clicks on nodes you have to pass anyway"", '6', 'Last few nodes', 'Focus on the last few nodes, not to waste any clicks on nodes I have to pass anyway.', '",4,TRUE,2
"171",12,77.93,253,"', '6-7', 'The last few nodes', 'Focusing on the last few nodes instead of the early ones.', ""I don't think luck was with me on this one."", 'Carry on focusing on the last few nodes.', '6', 'The last few nodes', 'focus on the last few nodes as they are the highest negative hits usually', '",2,TRUE,1
"171",15,81.22,296,"', '6', 'again, I just focus on the last few nodes. the early ones are very unlikely to be big negatives.', 'focusing on the last few nodes', 'Take on board what I have noticed early on', 'focus on the last few nodes', 'I will continue to focus on the last few nodes', 'focus on the last few nodes', 'focus on the last few nodes', '",4,TRUE,2
"171",18,64.27,214,"', '6-7', 'focus on the last few nodes', 'No change from previous rounds', 'Because I have learnt from previous rounds', 'they should focus on the last few nodes', '6', 'I plant to focus on the last few nodes', 'I will focus on the last few nodes', '",3,TRUE,1
"172",3,71.28,106,"['20', 'sideways', 'no', 'i took chances then i thought the clicks would be beneficial', 'cicks are useful', 'many', 'same sideways', '0', '",3,TRUE,1
"172",6,76.18,134,"', '15', 'outer edges', 'outer edges', 'finidng the biggest no then working inwards', 'click on the outer edgegs', 'least possbile', 'same as before', 'same as before', '",4,TRUE,1
"172",9,50.81,76,"', '15', 'outer edges', 'no', 'it works', 'outer edges', 'the leastmpossbible', 'same as before', 'as before', '",5,TRUE,1
"172",12,56.17,105,"', 'least possible', 'outer edges', 'outer edges to find the highest no', 'none', 'click outer edges', 'least possible', 'na', 'as before', '",4,TRUE,1
"172",15,58.6,128,"', 'least possible', 'out edges seem to have the higher or lower no', 'outer edges', 'dont know', 'click outer edges', 'least possible', 'same as before', 'same', '",4,TRUE,1
"172",18,31.92,60,"', '15', 'out edges', 'no', 'no', 'same as before', 'same', 'sae as before', 'same as before', '",3,TRUE,1
"173",3,92.77,405,"['At first I was making a lot of clicks to decide which direction to go, but then I decided to just click once or twice to try and find the higher scores.', 'I clicked on the last nodes in a sequence.', 'Not really', 'To begin with, I think I was using too many clicks.', 'I would say click on the last nodes in a sequence until you find a high scoring one and then go towards that.', '3', 'On the last nodes in a sequence', 'Not sure.', '",3,TRUE,2
"173",6,85.28,372,"', 'I cliked quite a few times to decide', 'I clicked on the last nodes to see which was the highest scoring', 'Just tried to find the highest scoring nodes at the end', 'I used too many clicks', 'Use your clicks wisely and try to only click on the ending nodes', '4', 'On the end nodes', 'Try not to use too many clicks and once you have found a high scoring node then stop clicking and go for that one.', '",2,TRUE,2
"173",9,67.97,299,"', 'I clicked probably 4 or 5 times before I decided', 'I clicked on the finishing nodes', 'Not really', 'Because then I could work towards the higher scoring nodes', 'Click on the ending nodes in a sequence and go for the highest scoring one.', '5', 'On the end nodes', 'Whichever end node is the highest scoring, go for that one.', '",4,TRUE,2
"173",12,45.99,167,"', '4 or 5', 'On the ending nodes', 'Not really', 'Because I worked towards the highest ending nodes', 'Click on the ending nodes and go towards the highest one', '4 or 5', 'On the last nodes', 'None', '",4,TRUE,1
"173",15,83.22,370,"', '2 or 3', 'I clicked on one ending node and if it was not high scoring then I tried another one that was not connected to the one I clicked before.', 'If the node I clicked was not scoring very high, then I tried a different one that was not connected to that one.', 'Not sure', 'Click only on the finishing nodes and try and find the highest scoring one.', '2 or 3', 'On the finishing nodes', 'None', '",4,TRUE,2
"173",18,68.43,313,"', '3 or 4', 'I clicked on the ending nodes and just kept clicking on different ones until I found a high score', 'Not really', 'Because my average score was not too bad on this round', ""Only click on the finishing nodes to try and find a high score and don't worry how many clicks it takes."", 'As many as it takes', 'On the ending nodes', 'None', '",4,TRUE,2
"174",3,186.95,438,"['about 12 i think. i need to use less to make any profit really.', 'either end of each branch to see what the end amounts were, then the middle joining to see if anything else bad came up.', 'as before, used the pattern of finding out what i would get for the one with the most amount at the end.', 'spending too much $1 on unnecessary clicks.', 'concentrate on the end numbers, and cross your fingers', '6', 'just on the end of each branch', 'find out the end amount', '",2,TRUE,2
"174",6,84.15,198,"', '6', 'end of each', 'finding out the final amount for each branch', 'because there are no big minus amounts on the intervening nodes', 'click on the ends only, and cross your fingers.', '6', 'end of each branch', 'final amounts', '",4,TRUE,1
"174",9,231.57,622,"', '6, 6, 18', 'i was doing the ends again, then i saw the other ends!', ""at first the ends of the line of 5 nodes, now I've really realised there are an extra 4 end nodes on each branch."", 'Because what I was doing before was working, so I carried on doing it.', 'Examine it more closely. ', ""So, I think for this one for the first 1 or 2 I will do the 18 clicks, considering with each whether I would have gained more or less if I had stuck with the 6 on the ends of the line of 5 nodes. I'll use the answers to that to decide which way to go in future."", 'all 18 end nodes', ""all 18 end nodes, to see if i get more than if I'd clicked on only the six."", '",3,TRUE,2
"174",12,143.58,442,"', '18 each time', 'all end nodes', 'all end nodes', ""because I'm spending too many $1 seeing them all, and in 2 of the 3 the result i wanted was on one of the line of 5 nodes anyhow."", 'click on the end nodes of the line of 5 nodes, if you get a very low number for each it may be worth looking at all other end nodes', '6, then if no good numbers on them I will do a further 12', 'end of each line of 5 nodes, then maybe more', 'hedge my bets on the end of line of 5 nodes', '",2,TRUE,2
"174",15,147.05,414,"', 'some were 6, some more', '6 end ones first, if a low result then clicked elsewhere until came up with a goodish number', 'end of line of 5 nodes first,then maybe elsewhere', ""again i end up using too many $1 and though it worked well on first 2 i really lost out on last because there just wasn't a great number anywhere."", 'end of the line of 5 nodes, and cross fingers.', '6', 'end of each line of 5 nodes', 'crossing my fingers and hoping.', '",2,TRUE,2
"174",18,107.12,272,"', '6', 'end of each line of 5 nodes', 'end of line of 5 nodes and choose the biggest', 'the law of averages, although I got way less than first round i think', 'Choose 6, probably any 6, and cross your fingers.', '6', 'end of each line of 5 nodes', 'pick 6 and choose the biggest, and cross your fingers', '",3,TRUE,1
"175",3,78.98,100,"['Three', 'The next node\n', 'none', 'strategy and risk', 'go for it and take a risk', 'one', 'the end of the web', 'every other go', '",5,TRUE,1
"175",6,55.81,89,"', 'none', 'no where\n', 'none\n', 'gamble', 'click and see amount at the end', 'three plus', 'at the end', 'every other go', '",1,TRUE,1
"175",9,53.29,78,"', 'three', 'at the end', 'no', 'im not good at this game', 'make a plan', 'three', 'at the end', 'make a plan', '",1,TRUE,1
"175",12,59.73,129,"', '8 clicks', 'at the ends', 'clicked the final bit of the web', 'not thinking it through', 'think it through', '9 clicks', 'at the ends', 'click the ends still', '",2,TRUE,1
"175",15,50.92,68,"', '5', 'ends', 'no just random', 'thinking it through', 'think the route', '5', 'ends', 'ends still', '",3,TRUE,1
"175",18,38.56,51,"', '9', 'ends', 'no', 'thinking route', 'think the route', '7', 'ends', 'click ends', '",3,TRUE,1
"176",3,123.72,52,"['1', 'on a node', 'no', 'chance', 'none', '1', 'on any of the first nodes', 'luck', '",2,TRUE,1
"176",6,146.33,102,"', '1', 'a node\n', 'no', ""it's random luck"", 'just click one of the choices', '1', 'on same first node', 'trying to detect any pattern', '",3,TRUE,2
"176",9,382.38,213,"', '3 to 7', 'the first nodes', 'not really', 'lost money to narrow down a path that looked reasonable', 'decide if you want to spend money to try to find a good path\n', '3', 'possibly up ', 'if first choice is a large minus i will change course', '",3,TRUE,2
"176",12,94.01,117,"', '2', 'the first nodes', 'same as before , trial and error', ""because i'm useless at this "", ""don't listen to me"", '1 to 3', 'up', 'trial and error', '",1,TRUE,1
"176",15,78.34,48,"', '1', 'ramdom', 'no', ""i don't detect any pattern"", 'none', '1', 'up', 'chance', '",3,TRUE,1
"176",18,55.82,29,"', '1', '1st up node', 'no', 'luck', 'none', '1', 'up', 'none', '",3,TRUE,1
"177",3,76.73,40,"['4', 'the node', 'no', 'luck', 'none...luck', '3', 'up', 'none...luck', '",3,TRUE,1
"177",6,94.18,28,"', '0', 'up', 'no', 'bad luck', 'luck', '2', 'unsure', 'none', '",1,TRUE,1
